sheet_row,old_job_number,agreement,client_type,council,job_sequence,lot_label,lot_number,notes,old_number_shared,postcode,project_number,project_type,respelled,skip_reason,source_stage,street,street_2,street_number,suburb,title_type,json
257,1848,PWA,Developer,City of Onkaparinga,3,Lot 3,3,,,5161,1054,residential,{'suburb': '(AKA 21 Jessamine ave) Reynella'},,,Kareela Rd,,8,Reynella,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Lot 3"",""lot_number"":""3"",""postcode"":""5161"",""project_number"":1054,""project_type"":""residential"",""respelled"":{""suburb"":""(AKA 21 Jessamine ave) Reynella""},""street"":""Kareela Rd"",""street_number"":""8"",""suburb"":""Reynella""}"
258,1849,PWA,Developer,City of Onkaparinga,4,Lot 4,4,,,5161,1054,residential,{'suburb': '(AKA 21 Jessamine ave) Reynella'},,,Kareela Rd,,8,Reynella,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":4,""lot_label"":""Lot 4"",""lot_number"":""4"",""postcode"":""5161"",""project_number"":1054,""project_type"":""residential"",""respelled"":{""suburb"":""(AKA 21 Jessamine ave) Reynella""},""street"":""Kareela Rd"",""street_number"":""8"",""suburb"":""Reynella""}"
259,1850,PWA,Developer,City of Onkaparinga,5,Lot 5,5,,,5161,1054,residential,{'suburb': '(AKA 21 Jessamine ave) Reynella'},,,Kareela Rd,,8,Reynella,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":5,""lot_label"":""Lot 5"",""lot_number"":""5"",""postcode"":""5161"",""project_number"":1054,""project_type"":""residential"",""respelled"":{""suburb"":""(AKA 21 Jessamine ave) Reynella""},""street"":""Kareela Rd"",""street_number"":""8"",""suburb"":""Reynella""}"
260,1851,PWA,Developer,City of West Torrens,1,Res 1,,,,5032,1055,residential,,,,Clifford St,Res 1,49,Brooklyn Park,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of West Torrens"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5032"",""project_number"":1055,""project_type"":""residential"",""street"":""Clifford St"",""street_2"":""Res 1"",""street_number"":""49"",""suburb"":""Brooklyn Park""}"
261,1852,PWA,Developer,City of West Torrens,2,Res 2,,,,5032,1055,residential,,,,Clifford St,Res 2,49,Brooklyn Park,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of West Torrens"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5032"",""project_number"":1055,""project_type"":""residential"",""street"":""Clifford St"",""street_2"":""Res 2"",""street_number"":""49"",""suburb"":""Brooklyn Park""}"
262,1853,PWA,Developer,City of West Torrens,3,Res 3,,,,5032,1055,residential,,,,Clifford St,Res 3,49,Brooklyn Park,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of West Torrens"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5032"",""project_number"":1055,""project_type"":""residential"",""street"":""Clifford St"",""street_2"":""Res 3"",""street_number"":""49"",""suburb"":""Brooklyn Park""}"
263,1854,PWA,Developer,City of Onkaparinga,1,Res 1,,,,5173,1056,residential,,,,Stewart Avenue,Res 1,12,Aldinga Beach,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5173"",""project_number"":1056,""project_type"":""residential"",""street"":""Stewart Avenue"",""street_2"":""Res 1"",""street_number"":""12"",""suburb"":""Aldinga Beach""}"
264,1855,PWA,Developer,City of Onkaparinga,2,Res 2,,,,5173,1056,residential,,,,Stewart Avenue,Res 2,12,Aldinga Beach,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5173"",""project_number"":1056,""project_type"":""residential"",""street"":""Stewart Avenue"",""street_2"":""Res 2"",""street_number"":""12"",""suburb"":""Aldinga Beach""}"
265,1856,PWA,Developer,City of Onkaparinga,3,Res 3,,,,5173,1056,residential,,,,Stewart Avenue,Res 3,12,Aldinga Beach,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5173"",""project_number"":1056,""project_type"":""residential"",""street"":""Stewart Avenue"",""street_2"":""Res 3"",""street_number"":""12"",""suburb"":""Aldinga Beach""}"
266,1857,PWA,Developer,City of Onkaparinga,4,Res 4,,,,5173,1056,residential,,,,Stewart Avenue,Res 4,12,Aldinga Beach,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5173"",""project_number"":1056,""project_type"":""residential"",""street"":""Stewart Avenue"",""street_2"":""Res 4"",""street_number"":""12"",""suburb"":""Aldinga Beach""}"
267,1858,PWA,Developer,City of Onkaparinga,5,Res 5,,,,5173,1056,residential,,,,Stewart Avenue,Res 5,12,Aldinga Beach,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":5,""lot_label"":""Res 5"",""postcode"":""5173"",""project_number"":1056,""project_type"":""residential"",""street"":""Stewart Avenue"",""street_2"":""Res 5"",""street_number"":""12"",""suburb"":""Aldinga Beach""}"
268,1859,PWA,Retail,City of Playford,1,Res 1,,,,5112,1057,residential,,,,Ridley Rd,Res 1,174,Elizabeth Grove,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Playford"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5112"",""project_number"":1057,""project_type"":""residential"",""street"":""Ridley Rd"",""street_2"":""Res 1"",""street_number"":""174"",""suburb"":""Elizabeth Grove""}"
269,1860,PWA,Retail,City of Playford,2,Res 2,,,,5112,1057,residential,,,,Ridley Rd,Res 2,174,Elizabeth Grove,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Playford"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5112"",""project_number"":1057,""project_type"":""residential"",""street"":""Ridley Rd"",""street_2"":""Res 2"",""street_number"":""174"",""suburb"":""Elizabeth Grove""}"
270,1861,PWA,Retail,City of Playford,3,Res 3,,,,5112,1057,residential,,,,Ridley Rd,Res 3,174,Elizabeth Grove,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Playford"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5112"",""project_number"":1057,""project_type"":""residential"",""street"":""Ridley Rd"",""street_2"":""Res 3"",""street_number"":""174"",""suburb"":""Elizabeth Grove""}"
271,1862,PWA,Retail,City of Playford,4,Res 4,,,,5112,1057,residential,,,,Ridley Rd,Res 4,174,Elizabeth Grove,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Playford"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5112"",""project_number"":1057,""project_type"":""residential"",""street"":""Ridley Rd"",""street_2"":""Res 4"",""street_number"":""174"",""suburb"":""Elizabeth Grove""}"
272,1863,PWA,Developer,City of Marion,1,Res 1,,,,5039,1058,residential,,,,Woodlands Terrace,Res 1,63,Edwardstown,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Marion"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5039"",""project_number"":1058,""project_type"":""residential"",""street"":""Woodlands Terrace"",""street_2"":""Res 1"",""street_number"":""63"",""suburb"":""Edwardstown""}"
273,1864,PWA,Developer,City of Marion,2,Res 2,,,,5039,1058,residential,,,,Woodlands Terrace,Res 2,63,Edwardstown,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Marion"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5039"",""project_number"":1058,""project_type"":""residential"",""street"":""Woodlands Terrace"",""street_2"":""Res 2"",""street_number"":""63"",""suburb"":""Edwardstown""}"
274,1865,PWA,Developer,City of Marion,3,Res 3,,,,5039,1058,residential,,,,Woodlands Terrace,Res 3,63,Edwardstown,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Marion"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5039"",""project_number"":1058,""project_type"":""residential"",""street"":""Woodlands Terrace"",""street_2"":""Res 3"",""street_number"":""63"",""suburb"":""Edwardstown""}"
275,1866,PWA,Developer,City of Onkaparinga,1,Res 1,,,,5162,1059,residential,,,,Opal Road,Res 1,13,Morphett Vale,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5162"",""project_number"":1059,""project_type"":""residential"",""street"":""Opal Road"",""street_2"":""Res 1"",""street_number"":""13"",""suburb"":""Morphett Vale""}"
276,1867,PWA,Developer,City of Onkaparinga,2,Res 2,,,,5162,1059,residential,,,,Opal Road,Res 2,13,Morphett Vale,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5162"",""project_number"":1059,""project_type"":""residential"",""street"":""Opal Road"",""street_2"":""Res 2"",""street_number"":""13"",""suburb"":""Morphett Vale""}"
277,1868,PWA,Developer,City of Onkaparinga,3,Res 3,,,,5162,1059,residential,,,,Opal Road,Res 3,13,Morphett Vale,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5162"",""project_number"":1059,""project_type"":""residential"",""street"":""Opal Road"",""street_2"":""Res 3"",""street_number"":""13"",""suburb"":""Morphett Vale""}"
278,1869,PWA,Retail,City of Burnside,1,Res 1,,,,5064,1060,residential,,,,Portrush Road,Res 1,567,Glenunga,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Burnside"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5064"",""project_number"":1060,""project_type"":""residential"",""street"":""Portrush Road"",""street_2"":""Res 1"",""street_number"":""567"",""suburb"":""Glenunga""}"
279,1870,PWA,Retail,City of Burnside,2,Res 2,,,,5064,1060,residential,,,,Portrush Road,Res 2,567,Glenunga,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Burnside"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5064"",""project_number"":1060,""project_type"":""residential"",""street"":""Portrush Road"",""street_2"":""Res 2"",""street_number"":""567"",""suburb"":""Glenunga""}"
280,1871,PWA,Retail,City of Burnside,3,Res 3,,,,5064,1060,residential,,,,Portrush Road,Res 3,567,Glenunga,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Burnside"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5064"",""project_number"":1060,""project_type"":""residential"",""street"":""Portrush Road"",""street_2"":""Res 3"",""street_number"":""567"",""suburb"":""Glenunga""}"
281,1872,PWA,Retail,City of Burnside,4,Res 4,,,,5064,1060,residential,,,,Portrush Road,Res 4,567,Glenunga,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Burnside"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5064"",""project_number"":1060,""project_type"":""residential"",""street"":""Portrush Road"",""street_2"":""Res 4"",""street_number"":""567"",""suburb"":""Glenunga""}"
282,1873,PWA,Developer,City of Onkaparinga,1,Res 1,,,,5168,1061,residential,,,,Liguria Cres,Res 1,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 1"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
283,1874,PWA,Developer,City of Onkaparinga,2,Res 2,,,,5168,1061,residential,,,,Liguria Cres,Res 2,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 2"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
284,1875,PWA,Developer,City of Onkaparinga,3,Res 3,,,,5168,1061,residential,,,,Liguria Cres,Res 3,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 3"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
285,1876,PWA,Developer,City of Onkaparinga,4,Res 4,,,,5168,1061,residential,,,,Liguria Cres,Res 4,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 4"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
286,1877,PWA,Developer,City of Onkaparinga,5,Res 5,,,,5168,1061,residential,,,,Liguria Cres,Res 5,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":5,""lot_label"":""Res 5"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 5"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
287,1878,PWA,Developer,City of Onkaparinga,6,Res 6,,,,5168,1061,residential,,,,Liguria Cres,Res 6,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":6,""lot_label"":""Res 6"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 6"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
288,1879,PWA,Developer,City of Onkaparinga,7,Res 7,,,,5168,1061,residential,,,,Liguria Cres,Res 7,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":7,""lot_label"":""Res 7"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 7"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
289,1880,PWA,Developer,City of Onkaparinga,8,Res 8,,,,5168,1061,residential,,,,Liguria Cres,Res 8,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":8,""lot_label"":""Res 8"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 8"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
290,1881,PWA,Developer,City of Onkaparinga,9,Res 9,,,,5168,1061,residential,,,,Liguria Cres,Res 9,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":9,""lot_label"":""Res 9"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 9"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
291,1882,PWA,Developer,City of Onkaparinga,10,Res 10,,,,5168,1061,residential,,,,Liguria Cres,Res 10,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":10,""lot_label"":""Res 10"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 10"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
292,1883,PWA,Developer,City of Onkaparinga,11,Res 11,,,,5168,1061,residential,,,,Liguria Cres,Res 11,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":11,""lot_label"":""Res 11"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 11"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
293,1884,PWA,Developer,City of Onkaparinga,12,Res 12,,,,5168,1061,residential,,,,Liguria Cres,Res 12,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":12,""lot_label"":""Res 12"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 12"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
294,1885,PWA,Developer,City of Onkaparinga,13,Res 13,,,,5168,1061,residential,,,,Liguria Cres,Res 13,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":13,""lot_label"":""Res 13"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 13"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
295,1886,PWA,Developer,City of Onkaparinga,14,Res 14,,,,5168,1061,residential,,,,Liguria Cres,Res 14,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":14,""lot_label"":""Res 14"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 14"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
296,1887,PWA,Developer,City of Onkaparinga,15,Res 15,,,,5168,1061,residential,,,,Liguria Cres,Res 15,113,Noarlunga Downs,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Onkaparinga"",""job_sequence"":15,""lot_label"":""Res 15"",""postcode"":""5168"",""project_number"":1061,""project_type"":""residential"",""street"":""Liguria Cres"",""street_2"":""Res 15"",""street_number"":""113"",""suburb"":""Noarlunga Downs""}"
